wooden_horse,木马
wrist_cuffs,腕部装饰扣
wristband,运动腕带
w-sitting,割坐
yellow_eyes,金色瞳仁
yokozuwari,侧坐姿势
yukata,浴衣
yukkuri_shiteitte_ne,油库里（日式萌化馒头角色）
yuri,百合题材
zettai_ryouiki,绝对领域
zoom_layer,景深缩放效果
2k-tan,2K碳
abe_nana,阿部菜菜
admiral_graf_spee_(azur_lane),斯佩伯爵海军上将（碧蓝航线）
aegis_(persona),艾吉斯（女神异闻录）
aerith_gainsborough,爱丽丝·盖恩斯巴勒
afuro_terumi,亚风炉照美
agrias_oaks,阿格莉亚斯·奥克斯
ahri_(league_of_legends),阿狸（英雄联盟）
aida_mana,爱田真奈
aino_megumi,爱野惠
aino_minako,爱野美奈子
aircraft_carrier_oni,空母棲鬼
aisaka_taiga,逢坂大河
aisha_landar,艾莎·兰德
akagi_(azur_lane),赤城（碧蓝航线）
akagi_miria,赤城美里
akali,阿卡丽（英雄联盟）
akashi_(azur_lane),明石（碧蓝航线）
akatsuki_kirika,晓切歌
akaza_akari,赤座灯里
akemi_homura,晓美焰
aki_(girls_und_panzer),亚纪（少女与战车）
aki_minoriko,秋穰子
aki_shizuha,秋静叶
akita_neru,秋田音留
akiyama_mio,秋山澪
akiyama_yukari,秋山优花里
akizuki_ritsuko,秋月律子
akizuki_ryo,秋月凉
akuma_homura,恶魔焰
alastor_(shakugan_no_shana),阿拉斯托尔（灼眼的夏娜）
alena_(dq4),阿莱娜（勇者斗恶龙4）
alice_cartelet,爱丽丝·卡塔雷特
alice_margatroid,爱丽丝·玛格特罗伊德
alice_margatroid_(pc-98),爱丽丝·玛格特罗伊德（PC-98）
alisa_(girls_und_panzer),阿莉莎（少女与战车）
alisa_ilinichina_amiella,艾丽莎·伊林尼奇娜·阿米艾拉
alpaca_suri_(kemono_friends),羊驼苏里（兽娘动物园）
alphonse_elric,阿尔冯斯·艾尔利克
altera_(fate),阿蒂拉(Fate)
amagi_yukiko,天城雪子
amami_haruka,天海春香
amamiya_ren,雨宫莲
amanogawa_kirara,天川绮罗
amasawa_yuuko,天泽勇子
amaterasu_(ookami),天照大神
amazon_(dragon's_crown),亚马逊女战士（龙之皇冠）
america_(hetalia),美国（黑塔利亚）
amiya_(arknights),阿米娅（明日方舟）
anastasia_(idolmaster),安娜斯塔西娅（偶像大师）
anchovy_(girls_und_panzer),安丘比（少女与战车）
andou_(girls_und_panzer),安藤（少女与战车）
android_18,人造人18号
android_21,人造人21号
anegasaki_nene,姉崎宁宁
ange_(princess_principal),安洁（公主准则）
angel_(kof),安琪儿（拳皇）
angela_balzac,安吉拉·巴尔扎克
anila_(granblue_fantasy),阿妮拉（碧蓝幻想）
anjou_naruko,安城鸣子
anna_(frozen),安娜（冰雪奇缘）
annie_leonhardt,亚妮·雷恩哈特
anya_alstreim,阿尼亚·阿尔斯托莱姆
aoba_moca,青叶摩卡
aoki_reika,青木丽华
aono_miki,青野美希
aozaki_aoko,苍崎青子
aqua_(konosuba),阿库娅（为美好的世界献上祝福！）
ara_haan,阿拉·哈恩
aragaki_ayase,新垣绫濑
aragaki_shinjirou,荒垣真次郎
araragi_karen,阿良良木火怜
araragi_koyomi,阿良良木历
araragi_tsukihi,阿良良木月火
arcueid_brunestud,爱尔奎特·布伦史塔德
arle_nadja,阿尔勒·娜嘉
armin_arlert,阿尔敏·阿诺德
arthur_pendragon_(fate),亚瑟·潘德拉贡(Fate)
artoria_pendragon_(fate),阿尔托莉雅·潘德拉贡(Fate)
artoria_pendragon_(swimsuit_ruler)_(fate),阿尔托莉雅·潘德拉贡（泳装裁定者）(Fate)
asahina_mikuru,朝比奈实玖瑠
asahina_mirai,朝比奈未来
asakura_ryouko,朝仓凉子
asbel_lhant,阿斯贝尔·兰特
ashido_mina,芦户三奈
assam_(girls_und_panzer),阿萨姆（少女与战车）
assassin_(fate/zero),刺客（哈桑·萨巴赫）(Fate)
asseylum_vers_allusia,艾瑟依拉姆·薇瑟·艾莉欧斯亚
astolfo_(fate),阿斯托尔福(Fate)
asui_tsuyu,蛙吹梅雨
asuna_(sao),亚丝娜(刀剑神域)
asuna_(sao-alo),亚丝娜(ALO形态)(刀剑神域)
atago_(azur_lane),爱宕(碧蓝航线)
atago_(summer_march)_(azur_lane),爱宕（夏季进行曲）
atalanta_(fate),阿塔兰忒(Fate)
au_ra,敖龙族特征（FF14）
ayanami_(azur_lane),绫波（碧蓝航线）
ayanami_rei,绫波丽
ayane_(doa),绫音（死或生）
ayase_eli,绚濑绘里
ayatsuji_tsukasa,绫辻司
azura_(fire_emblem),阿库娅（火焰之纹章）
baiken,梅喧
bakugou_katsuki,爆豪胜己
bardiche,巴迪修
bayonetta,贝优妮塔
bazett_fraga_mcremitz,巴泽特·弗拉加·马克雷米兹
bb_(fate),BB(Fate)
bb_(swimsuit_mooncancer)_(fate),BB（泳装月癌）(Fate)
beatrice_(umineko),贝阿朵莉切（海猫鸣泣之时）
beatrix_(granblue_fantasy),碧翠丝（碧蓝幻想）
bianca_(pokemon),白露（宝可梦）
belarus_(hetalia),娜塔莎·阿尔洛夫斯卡娅
belfast_(azur_lane),贝尔法斯特（碧蓝航线）
belldandy,贝露丹蒂
bernadetta_von_varley,贝尔娜提塔·冯·瓦雷
berserker_(fate/zero),狂战士（兰斯洛特）(Fate)
black_hanekawa,黑羽川
black_heart,圣黑之心
black_rock_shooter_(character),黑岩射手
blake_belladonna,布莱克·贝拉多娜
blanc_(neptune_series),布兰（海王星）
boa_hancock,波雅·汉库克
chen,橙
chi-class_torpedo_cruiser,雷巡チ級
chitanda_eru,千反田爱瑠
chiyoda_momo,千代田桃
chun-li,春丽
commander_(azur_lane),指挥官（碧蓝航线）
corrin_(fire_emblem)_(female),神威（女）
corrin_(fire_emblem)_(male),神威（男）
d.va_(overwatch),D.Va（守望先锋）
daidouji_tomoyo,大道寺知世
daiyousei,大妖精
dark_sakura,黑樱
dekomori_sanae,凸守早苗
doctor_(arknights),博士（明日方舟）
doujima_nanako,堂岛菜菜子
eldridge_(azur_lane),埃尔德里奇（碧蓝航线）
elin,艾琳
elise_(fire_emblem),艾莉丝（火焰之纹章）
emiya_kiritsugu,卫宫切嗣
emiya_shirou,卫宫士郎
endou_mamoru,圆堂守
ene_(kagerou_project),ENE（阳炎计划）
enma_ai,阎魔爱
enoshima_junko,江之岛盾子
enterprise_(azur_lane),企业（碧蓝航线）
error_musume,错误娘
erwin_(girls_und_panzer),埃尔文（少女与战车）
eva_01,初号机
eva_02,EVA-02
exusiai_(arknights),能天使（明日方舟）
failure_penguin,失败企鹅
female_protagonist_(pokemon_go),女主角（宝可梦Go）
female_saniwa_(touken_ranbu),女审神者（刀剑乱舞）
flandre_scarlet,芙兰朵露·斯卡雷特
formidable_(azur_lane),可畏（碧蓝航线）
frankenstein's_monster_(fate),弗兰肯斯坦(Fate)
fubuki_(one-punch_man),吹雪（一拳超人）
fujibayashi_kyou,藤林杏
fujimaru_ritsuka_(female),藤丸立香（女）
fujimaru_ritsuka_(male),藤丸立香（男）
fujimura_taiga,藤村大河
fujisaki_chihiro,藤崎千寻
fujiwara_chika,藤原千花
fujiwara_no_mokou,藤原妹红
fukuji_mihoko,福路美穗子
fukuzawa_yumi,福泽由美
funami_yui,船见结衣
furude_rika,古手梨花
furudo_erika,古尔登·艾莉卡哈曼（碧蓝航线）
furukawa_nagisa,古河渚
furutani_himawari,古谷向日葵
futaba_anzu,双叶杏
futami_ami,双叶亚美
futami_mami,双叶真美
futatsuiwa_mamizou,二岩猯藏
fuura_kafuka,风浦可符香
galko,ギャル子
gamagoori_ira,蛇崩伊雷
ganaha_hibiki,我那霸响
garnet_til_alexandros_xvii,嘉妮特·提尔·亚历山大十七世
gasai_yuno,我妻由乃
gokotai,五虎退
gokou_ruri,五更琉璃
hachikuji_mayoi,八九寺真宵
hacka_doll_3,骇客娃娃3
hagiwara_yukiho,萩原雪步
hakurei_reimu,博丽灵梦
hakuryuu_(inazuma_eleven),白竜
hammann_(azur_lane),哈曼（碧蓝航线）
hanamura_yousuke,花村阳介
hanasaki_tsubomi,花咲蕾
hanekawa_tsubasa,羽川翼
hanyuu,羽入
haramura_nodoka,原村和
harime_nui,针目缝
haruno_haruka,春野遥
haruno_sakura,春野樱
hasegawa_kobato,长谷川小鸠
hassan_of_serenity_(fate),静谧哈桑(Fate)
hata_no_kokoro,秦心
hatoba_tsugu,波多野次
hatsune_miku,初音未来
hatsune_miku_(append),初音未来（Append）
hayami_kanade,早见香奈
hayasaka_mirei,早坂美玲
hecatia_lapislazuli,赫卡提亚·拉碧斯拉祖利
heiwajima_shizuo,平和島静雄
heshikiri_hasebe,へし切長谷部(刀剣乱舞)
hibari_(senran_kagura),云雀（闪乱神乐）
hidaka_ai,日高爱
hieda_no_akyuu,稗田阿求
higashi_setsuna,东刹那
higuchi_kaede,樋口枫
hiiragi_kagami,柊镜
hiiragi_tsukasa,柊司
hijiri_byakuren,圣白莲
hikawa_hina,日川雏
hikawa_sayo,日川纱夜
himejima_akeno,姬岛朱乃
himekaidou_hatate,姬海棠果
himekawa_yuki,姬川由纪
hina_ichigo,雛苺
hinanawi_tenshi,比那名居天子
hinata_hideki,日向英树
hinata_hajime,日向创
hinatsuru_ai,日向葵
hino_akane_(idolmaster),日野茜（偶像大师）
hino_akane_(smile_precure!),日野茜（微笑光之美少女！）
hino_rei,火野丽
hiradaira_chisaki,比良平ちさき
hirasawa_ui,平泽忧
hirasawa_yui,平泽唯
hishikawa_rikka,菱川六花
honda_mio,本田未央
honebami_toushirou,骨喰藤四郎
hong_meiling,红美铃
honma_meiko,本间芽衣子
horikawa_kunihiro,堀川国广
horikawa_raiko,堀川雷鼓
hoshiguma_(arknights),星熊（明日方舟）
hoshiguma_yuugi,星熊勇仪
hoshii_miki,星井美希
hoshimiya_ichigo,星宫莓
hoshimiya_kate,星宫凯特
hoshizora_miyuki,星空美幸
hoshizora_rin,星空凛
hotarumaru,萤丸
hoto_cocoa,保登心爱
houjou_hibiki,北条响
hojo_karen,北条加莲
houjou_satoko,北条沙都子
houjuu_nue,封兽鵺
hourai_doll,蓬莱人偶
houraisan_kaguya,蓬莱山辉夜
houshou_marine,宝钟玛琳
huang_baoling,黄宝玲
huang_lingyin,凰铃音
hyuuga_hinata,日向雏田
ibaraki_kasen,茨木华扇
ibuki_(street_fighter),伊吹（街头霸王）
ibuki_fuuko,伊吹风子
ibuki_suika,伊吹萃香
ichigo_hitofuri,一期一振
ichihara_nina,市原仁菜
ichinose_kotomi,一ノ瀬ことみ
ichinose_shiki,一之濑志希
i-class_destroyer,I级驱逐舰
igarashi_futaba_(shiromanta),五十岚双叶（白熊）
igarashi_kyou_(eroe),五十嵐京
ikamusume,乌贼娘
ikari_shinji,碇真嗣
imaizumi_kagerou,今泉影狼
inaba_tewi,因幡帝
inami_mahiru,伊波まひる
inkling,インクリング
inoue_orihime,井上织姬
inubashiri_momiji,犬走椛
inugami_korone,戌神沁音
inumuta_houka,犬饲堇
inuyama_aoi,犬山葵
iori_junpei,伊織順平
iori_rinko,伊织凛子
iroha_(samurai_spirits),伊吕波（侍魂）
isobe_noriko,矶部典子
isolated_island_oni,孤岛鬼
isshiki_akane,一色あかね
isuzu_hana,五十铃花
itoshiki_nozomu,糸色望
itsumi_erika,伊月艾莉卡
izayoi_aki,十六夜秋
izayoi_liko,十六夜梨子
izayoi_sakuya,十六夜咲夜
izumi_konata,泉此方
izumi_sagiri,和泉纱雾
izumi-no-kami_kanesada,和泉守兼定
jakuzure_nonon,蛇崩乃音
japan_(hetalia),日本（黑塔利亚）
javelin_(azur_lane),标枪（碧蓝航线）
jeanne_d'arc_(fate),贞德(Fate)
jeanne_d'arc_(granblue_fantasy),贞德（碧蓝幻想）
jouga_maya,城贺摩耶
jougasaki_mika,城崎美嘉
jougasaki_rika,城崎莉嘉
junketsu,纯洁
junko_(touhou),纯狐
kadotani_anzu,门谷安津
kaenbyou_rin,火焰猫燐
kafuu_chino,香风智乃
kaga_(azur_lane),加贺（碧蓝航线）
kagamihara_nadeshiko,各务原抚子
kagamine_len,镜音连
kagamine_rin,镜音铃
kagiyama_hina,键山雏
kagura_(gintama),神乐（银魂）
kagurazaka_asuna,神楽坂明日菜
kaguya_luna,辉夜月
kaiou_michiru,海王满
kaizuka_inaho,界塚伊奈帆
kaku_seiga,觉圣华
kallen_stadtfeld,紅月カレン
kamado_nezuko,灶门祢豆子
kamijou_touma,上条当麻
kamikita_komari,上木崎小鞠
kamio_misuzu,神尾观铃
kamio_reiji_(yua),神尾提督（舰C）
kamishirasawa_keine,上白泽慧音
kamiya_nao,神谷奈绪
kamui_gakupo,神威Gakupo
kaname_madoka,鹿目圆
kanaria,金糸雀
kanbaru_suruga,神原骏河
kanna_kamui,康娜卡姆依
kano_shuuya,鹿野修哉
kanon_(umineko),嘉音
kanroji_mitsuri,甘露寺蜜璃
kan'u_unchou,关羽云长
kanzaki_ranko,神崎兰子
kariya_masaki,狩谷真崎
karna_(fate),迦尔纳(Fate)
kasane_teto,重音テト
kashiwazaki_sena,柏崎星奈
kashuu_kiyomitsu,加州清光
kasodani_kyouko,幽谷响子
kasuga_ayumu,春日歩
kasugano_sakura,春日野樱
kasumi_(doa),霞（死或生）
kasumigaoka_utaha,霞之丘诗羽
katagiri_sanae,片桐早苗
katou_asuka,加藤明香
katou_megumi,加藤惠
katsuki_yuuri,胜生勇利
katsura_hinagiku,桂雏菊
katsuragi_misato,葛城美里
katyusha_(girls_und_panzer),卡秋莎（少女与战车）
kawakami_mai,川上麻衣
kawashima_ami,川岛亚美
kawashima_momo,川岛桃
kawashiro_nitori,河城荷取
kay_(girls_und_panzer),凯伊（少女与战车）
kazama_asuka,风间飞鸟
kazami_yuuka,风见幽香
kazami_yuuka_(pc-98),风见幽香（PC-98）
kazanari_tsubasa,风鸣翼
kazemaru_ichirouta,風丸一郎太
kenzaki_makoto,剑崎真琴
kiana_kaslana,琪亚娜·卡斯兰娜
kido_tsubomi,纪户蕾
kijin_seija,鬼人正邪
kikuchi_makoto,菊地真
kino_makoto,木之本桃矢
kinomoto_sakura,木之本樱
kira_yoshikage,吉良吉影
kirigaya_suguha,桐谷直叶
kirigiri_kyouko,雾切响子
kirijou_mitsuru,桐条美鹤
kirima_syaro,桐间纱路
kirin_(armor),麒麟铠（怪物猎人装备）
kirino_ranmaru,雾野兰丸
kirisame_marisa,雾雨魔理沙
kirito,桐人
kiriya_aoi,桐谷葵
kiryuuin_satsuki,鬼龙院皐月
kisaragi_(azur_lane),如月（碧蓝航线）
kisaragi_chihaya,如月千早
kisaragi_momo,如月モモ
kisaragi_shintarou,如月新太郎
kise_yayoi,木濑弥生
kishibe_rohan,岸边露伴
kishin_sagume,鬼神觉明
kishinami_hakuno_(female),岸波白野（女）
kitashirakawa_tamako,北白川玉子
kitazawa_shiho,北泽志保
kiyohime_(swimsuit_lancer)_(fate),清姬（泳装枪兵）(Fate)
kizuna_ai,绊爱
kizuna_akari,绁星灯
koakuma,小恶魔
kobayakawa_rinko,小早川凛子
kobayakawa_sae,小早川纱枝
kobayakawa_yutaka,小早川ゆたか
kochiya_sanae,东风谷早苗
kochou_shinobu,蝴蝶忍
kogitsunemaru,小狐丸
kohinata_miho,小日向美穗
kohinata_miku,小日向未来
koizumi_hanayo,小泉花阳
koizumi_itsuki,小泉一树
koizumi_itsuki_(female),古泉一姫
kokonoe_rin,九重りん
komaeda_nagito,狛枝凪斗
komaki_manaka,小牧爱佳
komeiji_koishi,古明地恋
komeiji_satori,古明地觉
kondou_taeko,近藤妙子
kongou_(aoki_hagane_no_arpeggio),コンゴウ(蒼き鋼のアルペジオ)
konjiki_no_yami,金色之暗
konno_junko,今野纯子
konpaku_youki,魂魄妖忌
konpaku_youmu,魂魄妖梦
konpaku_youmu_(ghost),魂魄妖梦（幽灵）
koshimizu_sachiko,小清水纱子
kotegawa_yui,古手川唯
kotobuki_tsumugi,琴吹䌷
kotomine_kirei,言峰绮礼
kotonoha_akane,琴叶茜
kousaka_honoka,高坂穗乃果
kousaka_kirino,高坂桐乃
kousaka_kyousuke,高坂京介
kousaka_reina,高坂丽奈
kousaka_tamaki,高坂环
koyama_yuzu,小山柚子
kozakura_marry,小樱麻里
kuchiki_rukia,朽木露琪亚
kuga_natsuki,玖我なつき
kujikawa_rise,久慈川理世
kujou_karen,九条可怜
kumoi_ichirin,云居一轮
kunikida_hanamaru,国木田花丸
kuradoberi_jam,仓持八云
kurodani_yamame,黑谷山女
kuroka_(high_school_dxd),黒歌
kurokawa_eren,黑川艾伦
kuroki_tomoko,黑木智子
kurosaki_ichigo,黑崎一护
kurosawa_dia,黑泽黛雅
kurosawa_ruby,黑泽露比
kuroyukihime,黑雪姬
kurugaya_yuiko,来ヶ谷唯湖
kurumi_erika,来栖川姬子
kusakabe_misao,日下部みさお
kusanagi_motoko,草薙素子
kushieda_minori,櫛枝実乃梨
kusugawa_sasara,久寿川ささら
kyonko,阿虚子
kyouka_(princess_connect!),杏奈（公主连结！）
laffey_(azur_lane),拉菲（碧蓝航线）
lappland_(arknights),拉普兰德（明日方舟）
lei_lei,蕾蕾
lili_(tekken),リリ(鉄拳)
lilith_aensland,莉莉丝·安斯兰德
lillie_(pokemon),莉莉艾（宝可梦）
lisbeth,篠崎里香
little_red_riding_hood_(grimm),小红帽（格林童话）
lord_el-melloi_ii,埃尔梅罗二世
lulu_(league_of_legends),璐璐（英雄联盟）
madotsuki,窓付き
maebara_keiichi,前原圭一
maekawa_miku,前川未来
makinami_mari_illustrious,真希波·玛丽·伊兰崔亚斯
makise_kurisu,牧濑红莉栖
manabe_nodoka,真锅和
manjuu_(azur_lane),蛮啾（碧蓝航线）
mankanshoku_mako,缠流子·真子
maou_(maoyuu),魔王（魔王勇者）
marie_(girls_und_panzer),玛丽（少女与战车）
maruyama_aya,丸山彩
mash_kyrielight,玛修·基列莱特
matara_okina,摩多罗隐岐奈
